date,12:00 AM,12:30 AM,1:00 AM,1:30 AM,2:00 AM,2:30 AM,3:00 AM,3:30 AM,4:00 AM,4:30 AM,5:00 AM,5:30 AM,6:00 AM,6:30 AM,7:00 AM,7:30 AM,8:00 AM,8:30 AM,9:00 AM,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM
2017/02/27,,16.0,16.0,16.0,16.0,15.0,15.0,14.0,13.0,13.0,13.0,12.0,13.0,11.0,11.0,12.0,13.0,15.0,18.0,20.0,22.0,23.0,24.0,25.0,27.0,27.0,27.0,28.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,27.0,27.0,25.0,25.0,24.0,24.0,23.0,23.0,22.0,21.0,21.0,21.0,20.0
2017/02/28,19.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,,,15.0,15.0,15.0,15.0,16.0,16.0,16.0,17.0,20.0,21.0,23.0,24.0,25.0,28.0,,30.0,30.0,30.0,31.0,33.0,33.0,33.0,33.0,32.0,30.0,29.0,,28.0,26.0,,25.0,25.0,24.0,24.0,24.0,23.0,23.0,21.0
2017/03/01,21.0,21.0,21.0,21.0,,20.0,20.0,20.0,20.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,22.0,23.0,25.0,26.0,26.0,26.0,26.0,26.0,27.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,29.0,29.0,29.0,28.0,,26.0,26.0,25.0,24.0,24.0,24.0,23.0,23.0,,23.0
2017/03/02,23.0,22.0,22.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,,18.0,17.0,17.0,17.0,16.0,18.0,20.0,21.0,22.0,23.0,23.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,27.0,27.0,27.0,27.0,28.0,,27.0,25.0,24.0,23.0,22.0,21.0,22.0,22.0,22.0,,22.0,22.0,21.0
2017/03/03,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,,18.0,18.0,18.0,,16.0,15.0,15.0,16.0,18.0,19.0,19.0,22.0,,25.0,26.0,26.0,,27.0,,,27.0,26.0,26.0,25.0,24.0,24.0,23.0,23.0,23.0,22.0,21.0,21.0,21.0,21.0,20.0,20.0,19.0,,17.0
2017/03/04,17.0,17.0,17.0,16.0,16.0,16.0,17.0,,15.0,15.0,14.0,13.0,12.0,12.0,12.0,12.0,14.0,15.0,17.0,18.0,20.0,21.0,22.0,23.0,23.0,24.0,25.0,25.0,25.0,26.0,,26.0,26.0,26.0,,24.0,24.0,22.0,22.0,21.0,21.0,21.0,20.0,20.0,19.0,17.0,,17.0
2017/03/05,,16.0,16.0,15.0,15.0,14.0,14.0,,13.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,12.0,14.0,16.0,17.0,19.0,20.0,23.0,25.0,25.0,25.0,26.0,27.0,,27.0,27.0,27.0,27.0,27.0,27.0,26.0,,24.0,23.0,22.0,21.0,20.0,19.0,19.0,18.0,18.0,18.0,18.0
2017/03/06,17.0,17.0,17.0,16.0,,15.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,13.0,14.0,16.0,18.0,18.0,19.0,21.0,23.0,24.0,25.0,26.0,26.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,26.0,26.0,,23.0,,22.0,22.0,22.0,22.0,22.0,21.0,20.0,20.0
2017/03/07,,20.0,19.0,19.0,19.0,18.0,18.0,16.0,16.0,16.0,14.0,14.0,,14.0,14.0,14.0,14.0,17.0,17.0,20.0,23.0,23.0,25.0,26.0,27.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,29.0,28.0,28.0,26.0,25.0,24.0,23.0,22.0,22.0,21.0,20.0,20.0,,20.0
2017/03/08,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,,20.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,,21.0,21.0,22.0,22.0,23.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,24.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,20.0
2017/03/09,20.0,20.0,19.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,16.0,16.0,16.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,22.0,22.0,23.0,25.0,25.0,25.0,,26.0,27.0,27.0,26.0,21.0,19.0,17.0,19.0,20.0,20.0,19.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0
2017/03/10,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,,15.0,15.0,17.0,18.0,19.0,20.0,20.0,21.0,22.0,23.0,23.0,24.0,24.0,24.0,23.0,23.0,23.0,,22.0,20.0,20.0,18.0,18.0,18.0,17.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0
2017/03/11,14.0,14.0,14.0,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,16.0,17.0,18.0,18.0,19.0,28.0,20.0,20.0,,21.0,22.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,19.0,18.0,18.0,17.0,18.0,18.0,17.0
2017/03/12,17.0,16.0,15.0,15.0,14.0,14.0,14.0,14.0,12.0,14.0,13.0,13.0,13.0,13.0,12.0,13.0,13.0,15.0,16.0,17.0,17.0,19.0,20.0,21.0,,22.0,,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,20.0,20.0,20.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2017/03/13,17.0,17.0,16.0,16.0,,15.0,15.0,14.0,14.0,12.0,11.0,11.0,,10.0,10.0,11.0,12.0,13.0,15.0,16.0,16.0,19.0,20.0,21.0,21.0,22.0,,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,22.0,22.0,21.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0,17.0,16.0
2017/03/14,16.0,16.0,16.0,15.0,15.0,14.0,13.0,13.0,13.0,13.0,,11.0,12.0,12.0,12.0,12.0,14.0,15.0,17.0,18.0,19.0,21.0,21.0,22.0,23.0,23.0,,24.0,24.0,25.0,25.0,26.0,26.0,25.0,25.0,24.0,24.0,22.0,22.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0,19.0,16.0
2017/03/15,19.0,19.0,17.0,17.0,16.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,12.0,,,12.0,14.0,16.0,17.0,18.0,21.0,21.0,22.0,24.0,25.0,25.0,26.0,26.0,28.0,28.0,28.0,28.0,,28.0,27.0,27.0,25.0,25.0,24.0,24.0,23.0,22.0,,21.0,20.0,20.0,20.0,17.0
2017/03/16,19.0,18.0,,18.0,17.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,19.0,21.0,,24.0,26.0,26.0,27.0,28.0,28.0,28.0,,29.0,28.0,29.0,29.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,24.0,,24.0,23.0,23.0,22.0,22.0,22.0,21.0
2017/03/17,21.0,20.0,20.0,20.0,20.0,18.0,18.0,16.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,14.0,15.0,17.0,18.0,19.0,22.0,23.0,24.0,25.0,25.0,26.0,,27.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,25.0,24.0,23.0,23.0,22.0,22.0,22.0,22.0,21.0,21.0,21.0,21.0
2017/03/18,21.0,20.0,20.0,19.0,19.0,18.0,18.0,18.0,17.0,18.0,16.0,16.0,15.0,14.0,15.0,15.0,17.0,18.0,20.0,21.0,22.0,23.0,25.0,26.0,27.0,27.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,27.0,27.0,27.0,,24.0,24.0,24.0,24.0,,23.0,23.0,23.0
2017/03/19,23.0,22.0,21.0,20.0,20.0,19.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,18.0,19.0,19.0,20.0,21.0,22.0,24.0,25.0,25.0,25.0,26.0,27.0,27.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,24.0,24.0,23.0,22.0,21.0,21.0,20.0
2017/03/20,,19.0,19.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,,18.0,18.0,20.0,22.0,23.0,26.0,27.0,27.0,28.0,29.0,29.0,29.0,23.0,30.0,31.0,31.0,9.0,29.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,24.0,23.0,23.0,21.0,,,20.0
2017/03/21,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,18.0,18.0,19.0,21.0,23.0,25.0,26.0,27.0,28.0,30.0,31.0,31.0,32.0,33.0,33.0,33.0,33.0,34.0,33.0,33.0,33.0,32.0,32.0,30.0,29.0,29.0,28.0,28.0,28.0,27.0,26.0,26.0,25.0,24.0
2017/03/22,24.0,23.0,23.0,22.0,22.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,,19.0,22.0,23.0,25.0,27.0,29.0,29.0,32.0,33.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,35.0,34.0,32.0,,30.0,29.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0
2017/03/23,27.0,27.0,26.0,25.0,24.0,23.0,23.0,22.0,22.0,21.0,,21.0,21.0,20.0,21.0,22.0,23.0,25.0,26.0,,29.0,30.0,31.0,32.0,34.0,35.0,35.0,36.0,37.0,37.0,,37.0,37.0,37.0,,36.0,35.0,34.0,32.0,32.0,,30.0,30.0,30.0,,29.0,28.0,28.0
2017/03/24,,27.0,26.0,26.0,26.0,25.0,25.0,24.0,24.0,,22.0,22.0,22.0,22.0,23.0,23.0,24.0,24.0,26.0,27.0,28.0,29.0,30.0,31.0,,34.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,34.0,34.0,33.0,,31.0,31.0,30.0,30.0,28.0,28.0,28.0,26.0,26.0,26.0,25.0
2017/03/25,25.0,,25.0,24.0,24.0,23.0,23.0,21.0,21.0,19.0,19.0,19.0,18.0,17.0,17.0,,21.0,22.0,23.0,25.0,27.0,28.0,29.0,30.0,,31.0,32.0,33.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,30.0,29.0,28.0,28.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0
2017/03/26,26.0,25.0,,,24.0,21.0,23.0,22.0,21.0,19.0,19.0,19.0,19.0,18.0,19.0,20.0,20.0,23.0,23.0,26.0,28.0,29.0,30.0,31.0,34.0,34.0,34.0,34.0,35.0,34.0,34.0,34.0,35.0,,33.0,33.0,33.0,31.0,30.0,,30.0,28.0,28.0,27.0,27.0,26.0,26.0,25.0
2017/03/27,25.0,25.0,24.0,24.0,24.0,24.0,,25.0,24.0,22.0,,21.0,21.0,20.0,19.0,19.0,21.0,23.0,25.0,26.0,28.0,30.0,,32.0,33.0,32.0,34.0,34.0,36.0,37.0,37.0,37.0,36.0,36.0,36.0,35.0,34.0,34.0,32.0,31.0,31.0,30.0,30.0,,29.0,,28.0,28.0
2017/03/28,28.0,27.0,27.0,26.0,25.0,24.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,24.0,26.0,27.0,30.0,31.0,32.0,32.0,34.0,35.0,,37.0,,38.0,38.0,38.0,38.0,38.0,38.0,37.0,36.0,,36.0,35.0,34.0,32.0,32.0,31.0,29.0,,28.0,28.0,27.0
2017/03/29,26.0,25.0,,25.0,,24.0,24.0,24.0,24.0,23.0,24.0,24.0,23.0,23.0,,24.0,26.0,27.0,,31.0,32.0,33.0,35.0,36.0,37.0,,37.0,37.0,39.0,39.0,39.0,38.0,38.0,38.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,30.0
2017/03/30,30.0,29.0,29.0,29.0,29.0,28.0,28.0,27.0,,25.0,24.0,23.0,22.0,22.0,23.0,24.0,,27.0,28.0,29.0,30.0,32.0,34.0,34.0,,37.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,37.0,36.0,35.0,35.0,34.0,34.0,33.0,33.0,32.0,,31.0,31.0,31.0,31.0
2017/03/31,30.0,29.0,29.0,27.0,27.0,26.0,26.0,25.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,,25.0,28.0,,31.0,31.0,33.0,33.0,33.0,33.0,36.0,37.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,38.0,38.0,38.0,37.0,36.0,35.0,34.0,34.0,34.0,33.0,31.0,,31.0,30.0
2017/04/01,30.0,29.0,29.0,28.0,27.0,26.0,25.0,25.0,24.0,,24.0,24.0,24.0,23.0,23.0,,,28.0,29.0,32.0,33.0,33.0,36.0,36.0,37.0,38.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,39.0,39.0,38.0,38.0,37.0,35.0,35.0,35.0,32.0,34.0,34.0,33.0,33.0,33.0,31.0
2017/04/02,31.0,,30.0,28.0,27.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,24.0,24.0,26.0,27.0,28.0,29.0,31.0,33.0,35.0,36.0,36.0,,37.0,,38.0,38.0,,38.0,38.0,38.0,38.0,38.0,36.0,35.0,36.0,34.0,33.0,32.0,32.0,32.0,31.0,31.0,31.0,30.0
2017/04/03,30.0,30.0,30.0,29.0,28.0,28.0,27.0,26.0,26.0,23.0,23.0,23.0,22.0,22.0,23.0,25.0,27.0,28.0,30.0,30.0,32.0,34.0,35.0,36.0,37.0,38.0,39.0,,39.0,39.0,,40.0,,,39.0,39.0,38.0,37.0,36.0,35.0,34.0,34.0,33.0,33.0,33.0,33.0,31.0,31.0
2017/04/04,30.0,30.0,29.0,29.0,28.0,28.0,27.0,28.0,27.0,27.0,26.0,25.0,25.0,25.0,25.0,26.0,27.0,30.0,30.0,30.0,30.0,32.0,33.0,33.0,35.0,36.0,36.0,36.0,,38.0,37.0,37.0,36.0,36.0,35.0,34.0,32.0,,31.0,30.0,30.0,30.0,,29.0,29.0,28.0,28.0,29.0
2017/04/05,24.0,26.0,25.0,26.0,25.0,25.0,27.0,27.0,26.0,,25.0,25.0,25.0,24.0,23.0,25.0,26.0,28.0,29.0,29.0,29.0,30.0,30.0,31.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,32.0,31.0,30.0,29.0,27.0,27.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2017/04/06,,25.0,25.0,,25.0,26.0,26.0,26.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,25.0,26.0,26.0,,29.0,30.0,32.0,33.0,34.0,35.0,36.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,,37.0,36.0,36.0,34.0,33.0,31.0,,30.0,,29.0,29.0,29.0,28.0,28.0
2017/04/07,28.0,28.0,28.0,28.0,28.0,27.0,26.0,26.0,26.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,25.0,26.0,26.0,27.0,29.0,30.0,30.0,33.0,33.0,33.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,34.0,33.0,33.0,32.0,31.0,31.0,,31.0,30.0,30.0,29.0,29.0,28.0,28.0,27.0
2017/04/08,,26.0,25.0,24.0,24.0,24.0,23.0,22.0,21.0,20.0,,19.0,19.0,18.0,19.0,20.0,22.0,23.0,,27.0,29.0,,31.0,31.0,32.0,,32.0,32.0,33.0,34.0,,,33.0,33.0,33.0,33.0,32.0,,31.0,,,28.0,28.0,27.0,27.0,27.0,27.0,27.0
2017/04/09,27.0,26.0,26.0,25.0,24.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,23.0,24.0,25.0,27.0,29.0,,,30.0,30.0,30.0,31.0,31.0,32.0,32.0,32.0,32.0,33.0,,33.0,32.0,,31.0,30.0,29.0,29.0,29.0,28.0,28.0,,27.0,26.0,26.0
2017/04/10,26.0,25.0,24.0,24.0,,23.0,,23.0,22.0,22.0,22.0,21.0,21.0,20.0,20.0,22.0,23.0,23.0,24.0,26.0,28.0,29.0,30.0,30.0,32.0,32.0,33.0,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,32.0,31.0,,30.0,29.0,29.0,28.0,27.0,27.0,26.0,25.0
2017/04/11,25.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,22.0,21.0,20.0,18.0,17.0,18.0,19.0,21.0,23.0,25.0,27.0,30.0,32.0,33.0,34.0,35.0,36.0,36.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,35.0,34.0,32.0,30.0,30.0,32.0,32.0,31.0,31.0,30.0,30.0,30.0
2017/04/12,30.0,29.0,29.0,28.0,27.0,26.0,25.0,25.0,23.0,,22.0,20.0,20.0,20.0,,22.0,24.0,24.0,24.0,,31.0,32.0,34.0,35.0,,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,38.0,38.0,36.0,35.0,34.0,34.0,33.0,33.0,33.0,32.0,32.0,31.0
2017/04/13,29.0,29.0,,28.0,27.0,26.0,25.0,25.0,25.0,25.0,24.0,23.0,23.0,,23.0,24.0,25.0,27.0,29.0,31.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,39.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,40.0,40.0,39.0,36.0,35.0,34.0,33.0,31.0,30.0,30.0,30.0,30.0,29.0
2017/04/14,29.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,,27.0,25.0,27.0,27.0,27.0,28.0,28.0,32.0,33.0,34.0,37.0,,38.0,39.0,39.0,,40.0,41.0,42.0,42.0,43.0,43.0,43.0,43.0,,42.0,41.0,40.0,38.0,,36.0,35.0,34.0,,32.0,32.0,,31.0
2017/04/15,30.0,30.0,,29.0,29.0,28.0,28.0,27.0,26.0,26.0,25.0,25.0,,26.0,27.0,29.0,30.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,39.0,40.0,41.0,41.0,42.0,43.0,43.0,,43.0,42.0,42.0,41.0,40.0,38.0,37.0,,35.0,34.0,34.0,33.0,33.0,32.0,31.0
2017/04/16,31.0,30.0,,29.0,,28.0,28.0,27.0,27.0,27.0,26.0,26.0,26.0,,25.0,26.0,29.0,30.0,32.0,33.0,34.0,36.0,37.0,38.0,39.0,40.0,40.0,,41.0,42.0,42.0,42.0,,42.0,42.0,40.0,,38.0,37.0,36.0,35.0,34.0,33.0,33.0,32.0,31.0,31.0,31.0
2017/04/17,30.0,30.0,,30.0,30.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,27.0,27.0,27.0,28.0,30.0,30.0,31.0,32.0,33.0,35.0,36.0,37.0,38.0,39.0,,40.0,40.0,41.0,43.0,44.0,43.0,,43.0,43.0,42.0,,,39.0,,36.0,34.0,33.0,33.0,33.0,,33.0
2017/04/18,33.0,32.0,32.0,32.0,30.0,31.0,31.0,,28.0,28.0,28.0,27.0,28.0,,28.0,29.0,30.0,31.0,32.0,,35.0,36.0,37.0,38.0,39.0,,41.0,41.0,43.0,43.0,44.0,44.0,45.0,44.0,44.0,43.0,42.0,41.0,39.0,39.0,,35.0,34.0,34.0,33.0,33.0,33.0,32.0
2017/04/19,32.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,30.0,29.0,28.0,28.0,28.0,28.0,31.0,32.0,35.0,36.0,,38.0,38.0,39.0,40.0,40.0,41.0,41.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,41.0,,40.0,40.0,38.0,38.0,36.0,36.0,36.0,,36.0,34.0
2017/04/20,33.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,32.0,33.0,33.0,34.0,34.0,36.0,36.0,38.0,39.0,,,42.0,42.0,43.0,44.0,44.0,44.0,43.0,43.0,43.0,42.0,42.0,,40.0,40.0,39.0,38.0,38.0,38.0,38.0,36.0,,35.0
2017/04/21,35.0,34.0,33.0,33.0,32.0,31.0,31.0,31.0,30.0,,30.0,29.0,29.0,29.0,29.0,,30.0,30.0,31.0,32.0,33.0,34.0,35.0,37.0,,37.0,,39.0,41.0,41.0,,42.0,43.0,42.0,42.0,42.0,41.0,40.0,,38.0,37.0,35.0,36.0,36.0,34.0,34.0,34.0,34.0
2017/04/22,34.0,34.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,30.0,30.0,30.0,,32.0,32.0,,31.0,32.0,32.0,,33.0,33.0,34.0,35.0,,37.0,38.0,38.0,39.0,40.0,41.0,,41.0,40.0,35.0,34.0,33.0,33.0,33.0,32.0,,32.0,,32.0,32.0,32.0,31.0,30.0
2017/04/23,30.0,30.0,29.0,28.0,28.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,40.0,39.0,38.0,,35.0,,35.0,35.0,35.0,35.0,34.0,34.0,34.0,33.0
2017/04/24,33.0,32.0,32.0,32.0,30.0,29.0,28.0,28.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,27.0,28.0,32.0,29.0,31.0,32.0,32.0,35.0,36.0,36.0,37.0,,37.0,37.0,37.0,,38.0,37.0,,37.0,37.0,36.0,36.0,35.0,35.0,34.0,33.0,,,33.0,32.0,32.0,32.0
2017/04/25,31.0,31.0,30.0,,29.0,29.0,,,28.0,27.0,26.0,25.0,24.0,24.0,25.0,26.0,27.0,28.0,29.0,31.0,31.0,33.0,,36.0,37.0,37.0,37.0,38.0,39.0,38.0,39.0,39.0,,39.0,38.0,37.0,37.0,37.0,,37.0,36.0,36.0,36.0,32.0,29.0,29.0,29.0,29.0
2017/04/26,29.0,,28.0,,27.0,28.0,28.0,27.0,27.0,28.0,26.0,24.0,24.0,23.0,,,,28.0,29.0,31.0,32.0,34.0,,35.0,36.0,37.0,37.0,38.0,38.0,39.0,40.0,39.0,38.0,,38.0,38.0,35.0,34.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,,31.0
2017/04/27,31.0,30.0,29.0,,28.0,28.0,28.0,28.0,,27.0,,26.0,26.0,28.0,28.0,28.0,30.0,30.0,31.0,31.0,32.0,34.0,35.0,36.0,36.0,37.0,38.0,38.0,,38.0,,38.0,38.0,37.0,37.0,37.0,37.0,37.0,35.0,33.0,33.0,33.0,33.0,,31.0,31.0,31.0,31.0
