date,12:00 AM,12:30 AM,1:00 AM,1:30 AM,2:00 AM,2:30 AM,3:00 AM,3:30 AM,4:00 AM,4:30 AM,5:00 AM,5:30 AM,6:00 AM,6:30 AM,7:00 AM,7:30 AM,8:00 AM,8:30 AM,9:00 AM,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM
2017/10/30,,22.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,24.0,24.0,25.0,27.0,27.0,28.0,28.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,,30.0,30.0,29.0,28.0,28.0,,,25.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,21.0
2017/10/31,22.0,21.0,21.0,20.0,20.0,20.0,,20.0,20.0,20.0,20.0,18.0,20.0,18.0,18.0,19.0,19.0,20.0,22.0,23.0,25.0,27.0,27.0,28.0,28.0,29.0,,30.0,31.0,31.0,31.0,31.0,30.0,29.0,,26.0,27.0,26.0,,25.0,24.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0
2017/11/01,,21.0,21.0,,,20.0,,20.0,20.0,19.0,19.0,19.0,,19.0,19.0,19.0,20.0,21.0,23.0,25.0,25.0,26.0,28.0,29.0,30.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,30.0,29.0,28.0,27.0,27.0,,27.0,25.0,24.0,24.0,23.0,23.0,,,22.0
2017/11/02,22.0,22.0,22.0,21.0,21.0,20.0,21.0,20.0,,20.0,,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,24.0,25.0,29.0,28.0,28.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,28.0,28.0,27.0,26.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0
2017/11/03,23.0,21.0,,21.0,21.0,21.0,20.0,20.0,20.0,,,19.0,19.0,20.0,20.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,28.0,,30.0,31.0,31.0,30.0,30.0,30.0,30.0,,28.0,27.0,26.0,26.0,25.0,,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0
2017/11/04,22.0,,22.0,22.0,22.0,21.0,20.0,19.0,18.0,19.0,19.0,18.0,18.0,17.0,17.0,18.0,20.0,22.0,24.0,25.0,,27.0,27.0,27.0,27.0,28.0,29.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,,23.0,23.0,23.0,23.0,22.0,22.0,21.0
2017/11/05,21.0,21.0,20.0,20.0,20.0,20.0,,19.0,19.0,19.0,19.0,19.0,,18.0,19.0,19.0,19.0,21.0,22.0,23.0,25.0,26.0,27.0,28.0,28.0,29.0,30.0,30.0,30.0,30.0,,30.0,30.0,29.0,,28.0,27.0,26.0,26.0,26.0,24.0,24.0,24.0,,24.0,23.0,22.0,22.0
2017/11/06,22.0,21.0,21.0,21.0,21.0,21.0,20.0,,20.0,20.0,,19.0,19.0,19.0,19.0,19.0,19.0,20.0,21.0,23.0,24.0,24.0,26.0,27.0,28.0,28.0,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,28.0,26.0,25.0,25.0,24.0,24.0,23.0,23.0,,,22.0,22.0,22.0
2017/11/07,22.0,22.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,19.0,18.0,18.0,18.0,17.0,17.0,18.0,18.0,19.0,20.0,21.0,22.0,23.0,25.0,27.0,28.0,29.0,30.0,,30.0,30.0,30.0,30.0,,30.0,,27.0,26.0,25.0,24.0,24.0,23.0,21.0,21.0,20.0,20.0,20.0,19.0,19.0
2017/11/08,19.0,19.0,19.0,,18.0,18.0,,14.0,13.0,,,12.0,14.0,14.0,,13.0,15.0,16.0,17.0,19.0,,20.0,21.0,23.0,24.0,25.0,25.0,27.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,26.0,24.0,23.0,23.0,22.0,21.0,21.0,20.0,18.0,18.0,18.0,,18.0
2017/11/09,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,21.0,23.0,25.0,25.0,27.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,28.0,27.0,25.0,24.0,23.0,23.0,23.0,20.0,21.0,21.0,21.0,21.0,20.0,20.0
2017/11/10,20.0,20.0,20.0,20.0,,18.0,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,14.0,15.0,17.0,18.0,20.0,22.0,24.0,25.0,26.0,27.0,28.0,28.0,29.0,,29.0,29.0,29.0,29.0,29.0,27.0,26.0,24.0,24.0,23.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,19.0,18.0
2017/11/11,18.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,,16.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,20.0,20.0,21.0,23.0,,26.0,26.0,27.0,28.0,28.0,28.0,29.0,29.0,28.0,28.0,28.0,,26.0,25.0,25.0,24.0,23.0,22.0,22.0,22.0,22.0,20.0,20.0,19.0,19.0
2017/11/12,19.0,18.0,17.0,16.0,,16.0,16.0,16.0,16.0,15.0,16.0,14.0,14.0,14.0,14.0,14.0,15.0,17.0,,19.0,20.0,22.0,24.0,25.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,,28.0,28.0,27.0,26.0,25.0,24.0,,22.0,21.0,20.0,19.0,19.0,19.0,18.0,18.0,17.0
2017/11/13,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,22.0,23.0,25.0,,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,,25.0,24.0,23.0,23.0,23.0,23.0,21.0,20.0,20.0,20.0,19.0,19.0,19.0
2017/11/14,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,16.0,,17.0,18.0,18.0,19.0,20.0,22.0,23.0,24.0,25.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,23.0,23.0,23.0,22.0,21.0,21.0,20.0,,20.0,19.0,19.0,19.0,19.0
2017/11/15,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,16.0,16.0,17.0,18.0,19.0,20.0,21.0,23.0,23.0,23.0,25.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,25.0,24.0,23.0,22.0,21.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0
2017/11/16,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,15.0,15.0,15.0,,17.0,18.0,19.0,20.0,20.0,21.0,22.0,22.0,23.0,25.0,25.0,26.0,25.0,25.0,25.0,25.0,24.0,24.0,23.0,22.0,,22.0,21.0,21.0,21.0,19.0,19.0,18.0,18.0,,18.0,18.0
2017/11/17,,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,16.0,16.0,16.0,16.0,16.0,17.0,19.0,21.0,22.0,22.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,25.0,25.0,,24.0,24.0,23.0,22.0,,22.0,21.0,21.0,20.0,20.0,20.0,19.0,19.0,19.0
2017/11/18,,18.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,19.0,21.0,22.0,23.0,23.0,24.0,,24.0,24.0,24.0,25.0,25.0,25.0,24.0,24.0,,23.0,23.0,22.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0
2017/11/19,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,14.0,15.0,16.0,18.0,19.0,19.0,20.0,21.0,22.0,22.0,23.0,23.0,24.0,24.0,24.0,,24.0,23.0,23.0,23.0,22.0,21.0,20.0,20.0,20.0,19.0,19.0,,17.0,18.0,17.0,18.0,17.0
2017/11/20,17.0,17.0,,17.0,16.0,16.0,16.0,15.0,,14.0,13.0,12.0,13.0,11.0,10.0,10.0,10.0,12.0,14.0,14.0,16.0,18.0,19.0,20.0,21.0,,22.0,,24.0,23.0,23.0,23.0,23.0,22.0,,20.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,,,16.0,13.0
2017/11/21,13.0,13.0,13.0,,12.0,11.0,10.0,,10.0,10.0,,10.0,9.0,9.0,10.0,10.0,11.0,12.0,,15.0,16.0,18.0,19.0,20.0,,22.0,,23.0,,24.0,24.0,24.0,,,,21.0,21.0,20.0,19.0,18.0,18.0,17.0,,16.0,16.0,16.0,16.0,15.0
2017/11/22,15.0,15.0,14.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,,9.0,,14.0,15.0,,17.0,19.0,,21.0,22.0,23.0,24.0,,25.0,25.0,25.0,25.0,24.0,,22.0,21.0,20.0,20.0,,19.0,18.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0
2017/11/23,14.0,14.0,14.0,,13.0,12.0,12.0,12.0,,,,10.0,10.0,10.0,10.0,10.0,11.0,12.0,,14.0,,,,21.0,,,,24.0,,25.0,25.0,25.0,25.0,,23.0,21.0,21.0,20.0,19.0,19.0,18.0,17.0,17.0,17.0,17.0,,16.0,15.0
2017/11/24,,13.0,13.0,12.0,12.0,12.0,12.0,,12.0,11.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,13.0,14.0,16.0,18.0,19.0,21.0,21.0,22.0,23.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,22.0,21.0,20.0,20.0,20.0,19.0,17.0,18.0,18.0,18.0,17.0,16.0,16.0
2017/11/25,15.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,14.0,16.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,24.0,25.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,23.0,21.0,21.0,20.0,18.0,17.0,17.0,17.0,17.0,16.0,15.0,14.0,14.0
2017/11/26,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,16.0,18.0,20.0,21.0,23.0,23.0,25.0,25.0,26.0,,26.0,26.0,26.0,27.0,27.0,,25.0,24.0,23.0,21.0,19.0,18.0,17.0,17.0,17.0,16.0,16.0,,16.0,16.0
2017/11/27,16.0,15.0,15.0,15.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,,12.0,12.0,13.0,13.0,14.0,16.0,17.0,19.0,20.0,22.0,22.0,23.0,,24.0,24.0,25.0,25.0,25.0,25.0,24.0,23.0,23.0,22.0,21.0,20.0,20.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,14.0
2017/11/28,15.0,15.0,,14.0,,13.0,14.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,16.0,18.0,19.0,21.0,22.0,24.0,25.0,26.0,,,27.0,27.0,27.0,27.0,27.0,27.0,26.0,25.0,23.0,22.0,,,,20.0,19.0,,18.0,18.0,16.0,16.0
2017/11/29,,15.0,,,13.0,13.0,13.0,,,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,16.0,19.0,,24.0,26.0,27.0,27.0,28.0,28.0,28.0,,28.0,28.0,27.0,,27.0,26.0,25.0,25.0,23.0,22.0,22.0,21.0,19.0,19.0,19.0,19.0,,19.0,17.0,17.0
2017/11/30,17.0,,16.0,16.0,15.0,15.0,,14.0,14.0,14.0,,13.0,13.0,13.0,13.0,13.0,,17.0,17.0,19.0,21.0,22.0,24.0,25.0,25.0,26.0,26.0,26.0,,26.0,27.0,27.0,26.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0
2017/12/01,15.0,14.0,14.0,14.0,13.0,13.0,,13.0,13.0,12.0,12.0,12.0,,11.0,11.0,12.0,12.0,12.0,,,18.0,20.0,,22.0,24.0,,25.0,25.0,25.0,25.0,26.0,,25.0,,,22.0,22.0,20.0,20.0,19.0,19.0,17.0,17.0,,15.0,14.0,,14.0
2017/12/02,14.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,11.0,10.0,10.0,12.0,10.0,9.0,9.0,10.0,13.0,15.0,16.0,19.0,20.0,21.0,24.0,,24.0,25.0,25.0,26.0,26.0,26.0,,25.0,,23.0,22.0,21.0,20.0,19.0,18.0,17.0,15.0,17.0,16.0,15.0,15.0,14.0,13.0
2017/12/03,,13.0,12.0,12.0,12.0,11.0,12.0,11.0,11.0,11.0,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,17.0,19.0,21.0,21.0,21.0,21.0,23.0,23.0,23.0,24.0,24.0,24.0,23.0,23.0,23.0,22.0,21.0,,20.0,18.0,17.0,17.0,16.0,16.0,15.0,,15.0,16.0,16.0
2017/12/04,15.0,15.0,15.0,,13.0,13.0,13.0,13.0,13.0,12.0,,12.0,12.0,12.0,12.0,12.0,12.0,14.0,15.0,17.0,18.0,,22.0,21.0,,22.0,,,,,,,,,,21.0,,20.0,20.0,19.0,,18.0,17.0,17.0,17.0,,,17.0
2017/12/05,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,18.0,19.0,19.0,20.0,,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,21.0,21.0,21.0,20.0,20.0,,19.0,18.0,,17.0,17.0,17.0,,17.0
2017/12/06,16.0,16.0,16.0,16.0,17.0,,17.0,,16.0,,,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,20.0,21.0,,,23.0,,,24.0,23.0,24.0,24.0,,,22.0,,21.0,,20.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,17.0
2017/12/07,17.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,15.0,16.0,16.0,16.0,17.0,17.0,18.0,19.0,20.0,21.0,21.0,,22.0,23.0,24.0,,24.0,24.0,24.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,18.0,17.0,17.0,,17.0,15.0,15.0,15.0,15.0
2017/12/08,15.0,15.0,14.0,14.0,,14.0,13.0,12.0,12.0,12.0,11.0,10.0,10.0,,10.0,10.0,11.0,12.0,13.0,15.0,16.0,18.0,20.0,21.0,,,,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,21.0,20.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0
2017/12/09,15.0,14.0,14.0,14.0,13.0,12.0,,12.0,12.0,12.0,,11.0,11.0,11.0,11.0,12.0,12.0,12.0,15.0,16.0,,19.0,,21.0,22.0,23.0,24.0,,25.0,25.0,26.0,26.0,26.0,25.0,24.0,23.0,23.0,,,19.0,18.0,17.0,16.0,16.0,15.0,15.0,,14.0
2017/12/10,14.0,14.0,14.0,,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,15.0,17.0,18.0,,22.0,23.0,24.0,26.0,26.0,27.0,27.0,27.0,26.0,,25.0,24.0,23.0,22.0,21.0,,20.0,,18.0,18.0,17.0,16.0,16.0,15.0,15.0,14.0
2017/12/11,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,12.0,14.0,15.0,18.0,,21.0,22.0,22.0,23.0,23.0,,24.0,24.0,24.0,,24.0,24.0,24.0,,22.0,21.0,21.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0
2017/12/12,15.0,15.0,15.0,15.0,,15.0,15.0,15.0,15.0,,15.0,15.0,15.0,15.0,15.0,,15.0,15.0,,16.0,,17.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,16.0,16.0,15.0,15.0,15.0
2017/12/13,15.0,15.0,15.0,,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,,18.0,18.0,19.0,,18.0,18.0,,16.0,16.0,15.0,14.0,13.0,,13.0,13.0,,12.0,11.0,,11.0
2017/12/14,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,12.0,12.0,13.0,13.0,15.0,16.0,16.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,17.0,16.0,15.0,15.0,14.0,14.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0
2017/12/15,11.0,11.0,10.0,,,10.0,10.0,,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,,12.0,13.0,14.0,,16.0,17.0,18.0,18.0,,,18.0,18.0,17.0,17.0,16.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,12.0,11.0,10.0,11.0
2017/12/16,9.0,,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,10.0,10.0,,13.0,16.0,15.0,,18.0,18.0,18.0,18.0,19.0,19.0,19.0,18.0,18.0,16.0,15.0,14.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0
2017/12/17,11.0,11.0,11.0,10.0,9.0,8.0,8.0,8.0,8.0,,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,10.0,,13.0,15.0,16.0,18.0,19.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,21.0,21.0,,15.0,17.0,16.0,15.0,15.0,,14.0,,13.0,13.0,12.0,12.0,12.0
2017/12/18,12.0,12.0,11.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,13.0,,16.0,17.0,20.0,20.0,,21.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,20.0,19.0,18.0,17.0,17.0,16.0,16.0,15.0,14.0,14.0,,13.0
2017/12/19,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,,10.0,10.0,11.0,14.0,14.0,16.0,17.0,18.0,20.0,21.0,22.0,22.0,23.0,23.0,23.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0
2017/12/20,15.0,14.0,13.0,13.0,13.0,13.0,13.0,,11.0,11.0,11.0,11.0,11.0,,11.0,11.0,12.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0
2017/12/21,16.0,16.0,15.0,15.0,15.0,15.0,15.0,,14.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,22.0,22.0,23.0,,24.0,24.0,24.0,24.0,23.0,22.0,21.0,21.0,20.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,14.0,14.0
2017/12/22,13.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,12.0,13.0,14.0,16.0,18.0,19.0,21.0,22.0,23.0,23.0,,25.0,25.0,,24.0,24.0,23.0,21.0,20.0,19.0,,17.0,16.0,16.0,16.0,15.0,14.0,14.0,,14.0
2017/12/23,13.0,13.0,13.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,,9.0,9.0,9.0,10.0,11.0,13.0,14.0,16.0,18.0,19.0,20.0,22.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,,,21.0,,20.0,19.0,18.0,,16.0,16.0,15.0,15.0,,14.0,13.0
2017/12/24,,12.0,12.0,,,11.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,14.0,18.0,19.0,,21.0,22.0,22.0,23.0,23.0,24.0,25.0,24.0,,,23.0,22.0,22.0,21.0,,18.0,17.0,17.0,15.0,14.0,,14.0,14.0,14.0,14.0,13.0
2017/12/25,13.0,13.0,,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,,9.0,9.0,9.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,,,22.0,21.0,20.0,19.0,18.0,,16.0,16.0,15.0,15.0,14.0,14.0,14.0,13.0,12.0
2017/12/26,12.0,11.0,11.0,,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,9.0,10.0,11.0,12.0,,15.0,17.0,18.0,19.0,20.0,21.0,21.0,22.0,22.0,23.0,23.0,,22.0,21.0,20.0,19.0,18.0,18.0,17.0,17.0,16.0,14.0,14.0,,13.0,13.0,12.0
2017/12/27,,12.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,9.0,9.0,9.0,11.0,12.0,13.0,15.0,17.0,19.0,20.0,21.0,,,,24.0,24.0,25.0,25.0,24.0,24.0,,23.0,21.0,20.0,18.0,17.0,17.0,16.0,16.0,16.0,16.0,15.0,14.0,14.0
2017/12/28,14.0,,13.0,,13.0,12.0,12.0,12.0,12.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,14.0,,16.0,18.0,18.0,22.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,22.0,20.0,20.0,20.0,18.0,17.0,16.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0
2017/12/29,13.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,11.0,12.0,15.0,17.0,18.0,19.0,,21.0,22.0,22.0,23.0,24.0,24.0,,23.0,23.0,22.0,20.0,,19.0,18.0,18.0,17.0,16.0,16.0,16.0,16.0,,,14.0
2017/12/30,13.0,13.0,,12.0,,11.0,,,,,,10.0,10.0,9.0,9.0,9.0,9.0,10.0,11.0,12.0,14.0,16.0,,18.0,19.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,21.0,21.0,21.0,,,17.0,16.0,15.0,15.0,14.0,13.0,13.0,12.0,12.0,12.0
2017/12/31,,11.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,11.0,12.0,14.0,17.0,19.0,20.0,21.0,22.0,22.0,22.0,,21.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,14.0,13.0,12.0,12.0,12.0,12.0,12.0
